minutes,gross,budget,year,rating,score
116,3335839.00,2000000.00,2005,6.9,7.0
135,638951.00,1592000.00,2006,7.1,7.4
95,20998709.00,15000000.00,2006,6.1,6.2
132,70496802.00,54000000.00,2005,8.2,8.2
97,1046166.00,9000000.00,2005,4.3,4.2
84,379122.00,450000.00,2005,7.0,7.1
99,26005908.00,3500000.00,2005,7.2,7.2
97,45089048.00,25000000.00,2014,6.5,6.5
103,414984497.00,200000000.00,2010,8.3,8.3
88,13367101.00,6500000.00,2006,5.8,5.9
88,119420252.00,150000000.00,2009,5.1,5.1
92,23091.00,15000000.00,2008,6.2,6.2
88,1523883.00,1750211.00,2005,7.7,7.8
85,192467.00,15000.00,2005,6.5,6.6
103,56437947.00,9800000.00,2006,7.3,7.3
90,92362.00,1500000.00,2005,4.1,4.3
101,4291965.00,14000000.00,2006,6.7,6.7
85,57651794.00,33000000.00,2006,5.5,5.6
91,195329763.00,80000000.00,2006,6.8,6.9
120,1055654.00,10000000.00,2006,7.3,7.3
115,125320003.00,200000000.00,2009,6.5,6.6
116,6754898.00,12000000.00,2006,6.2,6.2
105,3123749.00,1500000.00,2005,6.5,6.5
95,7774730.00,15500000.00,2006,6.4,6.5
115,227137090.00,110000000.00,2007,8.0,8.1
95,2955039.00,9000000.00,2007,6.2,6.2
92,215395021.00,130000000.00,2008,7.5,7.6
85,23078294.00,9000000.00,2006,5.1,5.1
144,129319.00,70000000.00,2005,4.8,5.1
115,82161969.00,150000000.00,2007,6.2,6.3
150,182204440.00,65000000.00,2012,7.3,7.4
90,72266306.00,40000000.00,2008,6.6,6.6
84,128505958.00,18000000.00,2006,7.3,7.3
130,103338338.00,70000000.00,2006,6.5,6.5
82,131617.00,10000000.00,2005,6.2,6.3
80,51053787.00,17500000.00,2005,6.4,6.5
110,39825798.00,16000000.00,2006,7.6,7.6
108,36279230.00,60000000.00,2006,6.1,6.1
160,3904982.00,30000000.00,2007,7.5,7.5
104,20981633.00,30000000.00,2008,5.9,5.9
157,33048353.00,65000000.00,2007,7.7,7.7
99,25117498.00,40000000.00,2007,5.6,5.7
133,24343673.00,45000000.00,2007,7.3,7.4
133,24343673.00,45000000.00,2007,7.3,7.4
93,118153533.00,61000000.00,2007,6.3,6.3
112,31494270.00,60000000.00,2010,7.5,7.5
118,34703228.00,30000000.00,2006,6.6,6.7
106,1111.00,200000.00,2006,7.6,7.7
125,8047690.00,19400000.00,2006,7.5,7.5
121,79948113.00,50000000.00,2009,6.2,6.2
91,7825820.00,4000000.00,2006,5.9,5.9
107,3675072.00,26000000.00,2007,7.2,7.3
92,227946274.00,150000000.00,2008,6.4,6.4
90,149234747.00,130000000.00,2011,6.6,6.7
104,75030163.00,100000000.00,2006,5.1,5.1
101,59889948.00,8000000.00,2006,7.8,7.9
92,12667.00,14000.00,2005,6.5,6.6
169,309404152.00,300000000.00,2007,7.1,7.1
143,34300771.00,25000000.00,2006,7.4,7.5
193,3275443.00,700000000.00,2006,6.1,6.0
102,36883539.00,52000000.00,2006,6.6,6.6
143,57366262.00,100000000.00,2006,8.0,8.0
94,47277326.00,4800000.00,2005,5.9,5.9
103,7948159.00,35000000.00,2008,5.9,6.0
104,71975611.00,25000000.00,2007,6.8,6.8
109,13838130.00,40000000.00,2009,5.9,5.9
115,211667.00,4200000000.00,2005,7.6,7.7
90,1689999.00,400000.00,2006,7.0,7.1
106,118683135.00,52000000.00,2006,5.8,5.8
94,82569532.00,60000000.00,2005,5.5,5.4
105,36064910.00,45000000.00,2008,6.4,6.4
105,1304837.00,32000000.00,2006,6.0,6.1
96,35000629.00,25000000.00,2007,5.6,5.6
110,42272747.00,70000000.00,2006,5.5,5.6
107,63411478.00,39000000.00,2009,7.1,7.1
90,32553210.00,25000000.00,2007,6.4,6.3
86,475000.00,2800000.00,2006,5.9,6.0
91,8080116.00,15000000.00,2006,5.5,5.6
87,54132596.00,34000000.00,2007,6.2,6.3
128,95001343.00,40000000.00,2013,7.5,7.5
84,16235293.00,9000000.00,2006,4.6,4.5
160,49000.00,1500000.00,2005,4.8,4.8
140,13082288.00,60000000.00,2006,6.5,6.6
107,41777564.00,15000000.00,2006,6.4,6.4
129,88504640.00,45000000.00,2006,7.6,7.6
127,124976634.00,120000000.00,2012,7.9,8.0
90,20259297.00,20000000.00,2006,4.8,4.7
117,162586036.00,55000000.00,2006,8.0,8.0
105,33687630.00,20000000.00,2006,6.3,6.4
86,5518918.00,750000.00,2007,6.7,6.9
101,39103378.00,20000000.00,2010,6.5,6.5
110,2775593.00,27000000.00,2008,6.4,6.5
123,17605861.00,6000000.00,2006,7.7,7.7
107,63231524.00,6000000.00,2006,5.2,5.0
101,876671.00,25000000.00,2007,6.8,6.9
165,49551662.00,130000000.00,2008,6.6,6.6
87,47860214.00,15000000.00,2006,5.1,5.0
132,101530738.00,55000000.00,2014,7.2,7.2
97,117560.00,6000000.00,2006,6.1,6.2
102,49392095.00,100000000.00,2009,5.3,5.4
118,37623143.00,13500000.00,2006,8.2,8.2
93,652526.00,40000000.00,2006,5.1,5.1
92,80197993.00,32000000.00,2006,5.7,5.7
96,10515579.00,4000000.00,2006,6.7,6.7
100,2024854.00,6500000.00,2005,6.6,6.6
93,298110.00,8000000.00,2006,6.7,6.8
136,63224849.00,85000000.00,2006,6.9,6.9
124,176636816.00,140000000.00,2011,6.9,6.9
109,124732962.00,35000000.00,2006,6.9,6.8
102,13750556.00,65000000.00,2014,6.5,6.5
107,179883016.00,150000000.00,2009,6.6,6.7
127,4535117.00,60000000.00,2007,3.8,3.8
107,127706877.00,85000000.00,2007,7.0,7.1
116,9396487.00,15000000.00,2006,6.9,7.0
84,8104069.00,20000000.00,2007,4.6,4.5
89,13235267.00,6000000.00,2007,3.1,2.9
191,25031037.00,53000000.00,2007,7.5,7.6
116,7156933.00,25000000.00,2006,6.7,6.7
89,15655665.00,4000000.00,2006,3.3,3.1
101,5932060.00,35000000.00,2007,5.4,5.4
103,23000.00,500000.00,2006,6.1,6.2
120,5484375.00,10000000.00,2006,7.3,7.3
100,17803796.00,20000000.00,2006,5.9,5.9
87,183132370.00,75000000.00,2007,7.3,7.4
104,65269010.00,12000000.00,2006,6.5,6.5
110,75604320.00,54000000.00,2006,5.6,5.6
100,28637507.00,15000000.00,2007,7.0,7.0
104,62494975.00,85000000.00,2006,6.0,6.0
123,36581633.00,21000000.00,2007,7.5,7.5
109,2706659.00,2000000.00,2006,6.8,6.9
105,7159147.00,3400000.00,2007,7.4,7.5
88,25003072.00,24000000.00,2010,5.4,5.5
96,136432.00,5000000.00,2006,6.5,6.6
107,7156725.00,19000000.00,2006,5.4,5.5
102,71904.00,2500000.00,2006,5.7,5.7
100,39687528.00,24000000.00,2007,6.3,6.3
119,49024969.00,25000000.00,2007,7.2,7.3
92,17508670.00,15000000.00,2006,7.4,7.4
96,22526144.00,30000000.00,2006,5.1,5.1
83,48546578.00,20000000.00,2006,2.8,2.7
150,46495.00,14000000.00,2011,6.4,6.5
100,40687294.00,35000000.00,2008,5.4,5.4
115,26814957.00,35000000.00,2008,6.7,6.7
96,143492840.00,7500000.00,2007,7.4,7.5
96,143492840.00,7500000.00,2007,7.4,7.5
106,2694973.00,700000.00,2006,7.2,7.2
120,2201412.00,12215500000.00,2006,7.0,7.0
76,255352.00,300000.00,2006,6.7,6.7
94,2912363.00,3000000.00,2005,7.2,7.3
152,533316061.00,185000000.00,2008,9.0,9.0
104,10996440.00,13000000.00,2006,6.3,6.3
158,40218903.00,25000000.00,2007,8.1,8.1
118,2849142.00,16000000.00,2007,7.2,7.2
129,70236496.00,63000000.00,2006,5.9,6.0
130,9589875.00,40000000.00,2008,7.3,7.3
108,25440971.00,15000000.00,2015,7.7,7.7
86,5542025.00,12000000.00,2006,6.3,6.3
122,100358.00,1500000.00,2005,3.2,3.3
104,78009155.00,75000000.00,2011,6.2,6.2
79,31743332.00,30000000.00,2009,7.1,7.1
139,50859889.00,40000000.00,2006,7.8,7.8
102,66636385.00,75000000.00,2007,7.0,7.1
103,142614158.00,110000000.00,2011,5.4,5.5
100,118666.00,2500000.00,2006,5.7,6.6
78,10018.00,1000000.00,2006,6.0,6.1
93,29113588.00,40000000.00,2011,6.6,6.6
95,7009668.00,5600000.00,2006,2.1,2.1
116,90755643.00,200000000.00,2010,6.6,6.6
118,1089445.00,12500000.00,2009,6.9,7.0
108,19067631.00,2000000.00,2007,7.0,7.1
111,6565495.00,45000000.00,2006,7.0,7.0
111,1066555.00,11000000.00,2007,5.8,5.8
111,31471430.00,15000000.00,2006,7.5,7.6
106,29997095.00,22000000.00,2016,6.3,6.4
109,35635046.00,17000000.00,2006,6.7,6.7
97,23292105.00,20000000.00,2006,5.3,5.3
85,12701880.00,15000000.00,2008,5.7,5.7
90,155972.00,1500000.00,2006,7.3,7.3
96,47852604.00,20000000.00,2007,5.9,5.9
98,81557479.00,100000000.00,2010,6.7,6.8
88,104077.00,1000000.00,2006,7.3,7.4
129,31836745.00,40000000.00,2011,6.9,6.9
108,250863268.00,110000000.00,2006,6.4,6.4
122,74273505.00,25000000.00,2007,8.1,8.1
123,81159365.00,35000000.00,2008,6.8,6.8
139,13303319.00,32000000.00,2011,6.8,6.7
129,148734225.00,30000000.00,2007,6.9,7.0
117,180191634.00,130000000.00,2015,7.3,7.4
102,70269171.00,24000000.00,2006,7.1,7.2
81,6387.00,1000000.00,2006,6.9,6.9
99,25584685.00,20000000.00,2007,5.9,5.9
88,27829874.00,12000000.00,2006,6.9,7.0
89,179982968.00,150000000.00,2008,6.6,6.7
87,26876529.00,27000000.00,2008,4.0,3.9
101,327919.00,1500000.00,2006,7.7,7.7
101,256386216.00,150000000.00,2007,7.2,7.2
104,220234.00,3500000.00,2006,6.5,6.5
97,23527955.00,25000000.00,2010,6.3,6.4
92,38108.00,2600000.00,2007,7.2,7.2
105,45045037.00,36000000.00,2011,5.8,5.9
104,43097652.00,28000000.00,2007,6.3,6.3
98,35063732.00,32000000.00,2007,6.4,6.4
98,187165546.00,135000000.00,2013,7.2,7.3
104,38087366.00,12000000.00,2008,6.6,6.6
91,8108247.00,3300000.00,2006,7.2,7.4
88,2975649.00,30000000.00,2006,6.9,7.0
130,53082743.00,40000000.00,2006,8.5,8.5
130,15709385.00,30000000.00,2008,6.6,6.7
85,25926543.00,8000000.00,2008,5.2,5.2
81,30105968.00,37000000.00,2008,4.5,4.5
108,10955425.00,30000000.00,2008,6.0,6.0
115,37442180.00,20000000.00,2006,6.2,6.2
93,20380.00,15000000.00,2007,5.8,5.9
139,4584886.00,45000000.00,2007,6.4,6.4
71,686383.00,6500000.00,2009,7.6,7.7
125,49875589.00,58000000.00,2012,5.9,5.9
101,978908.00,2400000.00,2006,5.0,5.1
110,19179969.00,17500000.00,2006,6.3,6.3
92,131920333.00,130000000.00,2007,5.6,5.6
127,38345403.00,70000000.00,2007,7.6,7.7
104,1089365.00,25000000.00,2008,5.6,5.7
95,18435.00,1400000.00,2006,5.8,5.8
105,80050171.00,20000000.00,2007,6.8,6.9
105,80050171.00,20000000.00,2007,6.8,6.9
88,721.00,1000000.00,2006,3.5,4.1
104,3607.00,10000000.00,2008,6.1,6.1
90,16647384.00,26000000.00,2006,5.3,5.1
92,1677838.00,1000000.00,2006,7.7,7.7
88,80170146.00,85000000.00,2008,6.1,6.1
91,12055.00,500000.00,2007,6.4,6.5
84,173066.00,1500000.00,2007,6.2,6.3
97,144431.00,1000000.00,2006,7.2,7.3
108,80150343.00,10000000.00,2006,6.2,6.2
112,10911750.00,25000000.00,2008,6.4,6.5
87,6563357.00,20000000.00,2008,5.3,5.3
99,7059537.00,3000000.00,2006,3.2,3.0
124,19661987.00,20000000.00,2007,7.4,7.5
112,39026186.00,35000000.00,2011,5.9,5.9
92,17596256.00,35000000.00,2010,3.8,3.8
110,90636983.00,22000000.00,2007,6.1,6.2
110,134568845.00,75000000.00,2008,6.7,6.7
103,26161406.00,15000000.00,2010,6.5,6.7
106,17281832.00,60000000.00,2008,6.1,6.1
114,42168445.00,35000000.00,2008,5.5,5.3
122,117144465.00,85000000.00,2007,6.9,6.9
96,23213577.00,15500000.00,2008,7.1,7.2
94,17544812.00,10000000.00,2007,5.5,5.4
141,13753931.00,19000000.00,2006,7.9,7.9
117,28563179.00,21000000.00,2007,6.8,6.9
150,141614023.00,225000000.00,2008,6.5,6.6
162,760505847.00,237000000.00,2009,7.8,7.9
84,20339754.00,10000000.00,2007,5.9,5.9
103,22466994.00,25000000.00,2007,6.2,6.3
94,41797066.00,40000000.00,2007,4.7,4.7
112,32357532.00,30000000.00,2010,6.7,6.7
148,18352454.00,15000000.00,2007,8.1,8.2
128,39380442.00,70000000.00,2008,7.1,7.1
131,43532294.00,65000000.00,2006,7.1,7.1
91,43792641.00,35000000.00,2007,5.3,5.3
101,37617947.00,30000000.00,2006,6.8,6.8
91,42194060.00,70000000.00,2009,6.0,6.1
85,7382993.00,20000000.00,2006,2.8,2.8
91,18438149.00,40000000.00,2012,5.9,5.9
105,28501651.00,26000000.00,2009,7.1,7.1
105,28501651.00,26000000.00,2009,7.1,7.1
95,866778.00,10000000.00,2007,6.6,6.7
104,19406406.00,40000000.00,2009,7.8,7.8
157,130127620.00,100000000.00,2007,7.8,7.8
150,476270.00,20000000.00,2008,7.4,7.4
100,17114882.00,25000000.00,2007,7.6,7.7
89,57011847.00,40000000.00,2013,5.9,5.9
90,11802056.00,60000000.00,2008,5.0,4.9
106,13987482.00,20000000.00,2011,6.1,6.0
112,70224196.00,70000000.00,2008,5.7,5.6
102,2601847.00,4000000.00,2011,8.5,8.5
143,291021565.00,225000000.00,2013,7.1,7.2
109,61356221.00,14000000.00,2007,5.4,5.2
86,25200412.00,45000000.00,2009,5.4,5.4
100,35054909.00,15000000.00,2011,7.8,7.8
99,8855646.00,21000000.00,2009,7.1,7.2
97,104374107.00,105000000.00,2009,7.1,7.1
107,7757130.00,15000000.00,2008,7.9,8.0
107,16088610.00,55000000.00,2009,5.6,5.6
103,61937495.00,150000000.00,2010,5.8,5.8
123,50921738.00,30000000.00,2007,7.8,7.8
119,4958.00,2000000.00,2008,7.3,7.8
93,900926.00,10000000.00,2007,5.3,5.3
100,73023275.00,35000000.00,2009,5.4,5.4
95,7563670.00,10000000.00,2008,5.2,5.2
87,252726.00,3000000.00,2006,7.0,7.2
98,102055.00,300000000.00,2008,6.2,6.2
93,5694308.00,7000000.00,2007,2.2,2.0
96,50807639.00,60000000.00,2014,6.8,6.8
100,22525921.00,30000000.00,2013,5.9,5.9
117,27296514.00,5000000.00,2013,8.0,8.0
110,30691439.00,35000000.00,2008,6.1,6.2
113,66637.00,6500000.00,2009,7.1,7.2
130,80033643.00,60000000.00,2012,7.0,7.0
130,80033643.00,60000000.00,2012,7.0,7.0
96,33592415.00,130000000.00,2013,5.6,5.6
113,18882880.00,20000000.00,2007,5.8,5.9
109,13248477.00,27000000.00,2009,6.2,6.2
90,8579684.00,9000000.00,2007,7.4,7.4
108,143704210.00,52000000.00,2008,6.4,6.3
99,10572742.00,8000000.00,2009,6.1,6.1
103,542860.00,4000000.00,2008,7.0,7.1
86,32014289.00,20000000.00,2013,3.5,3.5
110,49413.00,35000000.00,2006,7.3,7.3
120,634277.00,16000000.00,2007,7.2,7.3
127,257704099.00,150000000.00,2009,7.9,8.0
93,2426851.00,4000000.00,2007,6.5,6.5
102,11169531.00,20000000.00,2008,6.4,6.4
86,39737645.00,20000000.00,2007,2.4,2.3
111,62877175.00,30000000.00,2008,7.1,7.2
89,20801344.00,15000000.00,2007,5.1,5.1
112,134518390.00,150000000.00,2008,6.7,6.8
111,2203641.00,15000000.00,2008,6.7,6.7
106,163192114.00,125000000.00,2010,5.8,5.8
106,163192114.00,125000000.00,2010,5.8,5.8
115,181015141.00,150000000.00,2011,7.0,7.0
123,46978995.00,160000000.00,2016,6.8,7.3
105,9525276.00,20000000.00,2007,6.8,6.8
101,6350058.00,8000000.00,2010,7.1,7.2
91,1506998.00,12000000.00,2007,6.2,6.3
122,9664316.00,27500000.00,2007,6.8,6.8
90,75727.00,2500000.00,2008,6.0,5.9
111,10174663.00,100000.00,2006,6.6,6.7
106,5949693.00,12000000.00,2007,7.3,7.4
98,73548.00,15000000.00,2008,6.1,6.1
138,133375846.00,150000000.00,2009,6.7,6.7
111,1294640.00,15000000.00,2007,6.5,6.5
99,19959.00,3800000.00,2009,6.9,6.9
96,4443403.00,7300000.00,2007,8.0,8.0
119,4440055.00,8500000.00,2009,6.9,7.0
91,74158157.00,79000000.00,2011,3.3,3.4
97,6923891.00,23000000.00,2011,6.3,6.3
117,379643.00,2200000.00,2007,5.7,5.9
135,43929341.00,120000000.00,2008,6.0,6.1
96,766487.00,5250000.00,2007,5.0,5.0
87,32178777.00,62000000.00,2008,3.8,3.8
99,15279680.00,40000000.00,2008,5.4,5.4
88,442638.00,850000.00,2007,7.2,7.3
118,88761720.00,95000000.00,2010,5.9,5.9
123,69951824.00,55000000.00,2008,7.6,7.7
90,303439.00,8000000.00,2007,6.4,6.4
104,31584722.00,20000000.00,2010,6.4,6.4
101,12995673.00,2500000.00,2008,7.6,7.7
108,11702090.00,16500000.00,2007,6.2,6.3
131,21483154.00,19000000.00,2013,7.6,7.6
169,187991439.00,165000000.00,2014,8.6,8.6
116,202351611.00,190000000.00,2013,7.0,7.0
90,1752214.00,14000000.00,2010,7.7,7.7
125,110476776.00,52000000.00,2010,5.7,5.7
110,32853640.00,40000000.00,2008,5.7,5.7
117,31670931.00,60000000.00,2009,6.7,6.7
115,143151473.00,60000000.00,2008,7.1,7.1
87,29136626.00,60000000.00,2011,5.7,5.7
124,46975183.00,61000000.00,2007,7.2,7.2
141,35707327.00,55000000.00,2008,7.7,7.8
112,6615578.00,13000000.00,2009,7.0,7.0
97,93452056.00,45000000.00,2007,7.4,7.4
95,1060591.00,1300000.00,2007,7.1,7.2
92,1071240.00,8000000.00,2007,6.8,6.9
92,55942830.00,70000000.00,2014,6.3,6.3
108,9172810.00,16000000.00,2007,6.6,6.7
113,121463226.00,20000000.00,2007,7.6,7.6
106,168368427.00,200000000.00,2008,6.6,6.7
103,19781879.00,60000000.00,2008,4.8,4.8
153,872643.00,6000000.00,2007,5.6,5.4
92,45802315.00,35000000.00,2009,6.6,6.6
91,148313048.00,85000000.00,2012,7.1,7.1
104,108229.00,4500000.00,2009,5.9,5.9
98,100468793.00,65000000.00,2008,6.9,6.9
91,33472850.00,55000000.00,2008,5.8,5.8
125,92173235.00,37000000.00,2010,7.5,7.6
96,18317151.00,35000000.00,2007,6.8,6.7
106,20803237.00,3500000.00,2010,7.0,7.1
84,52850.00,500000.00,2007,6.0,6.2
114,3519627.00,20000000.00,2008,6.8,6.9
90,124870275.00,100000000.00,2009,6.9,7.0
94,4693919.00,6500000.00,2008,4.6,4.6
110,32721635.00,15000000.00,2009,6.5,6.6
110,32721635.00,15000000.00,2009,6.5,6.6
86,10134754.00,30000000.00,2011,4.7,4.8
101,17655201.00,10000000.00,2008,6.5,6.7
143,623279547.00,220000000.00,2012,8.0,8.1
102,107515297.00,100000000.00,2013,6.7,6.7
95,952620.00,2000000.00,2007,5.6,5.7
97,48237389.00,25000000.00,2008,5.5,5.5
106,274661.00,1000000.00,2007,7.5,7.7
112,26345.00,3000000.00,2012,6.1,6.1
112,102176165.00,145000000.00,2008,5.2,5.2
121,3073392.00,25000000.00,2008,6.6,6.6
115,8060.00,4000000.00,2007,8.1,8.1
91,12055108.00,8000000.00,2008,6.8,6.9
110,13823741.00,13500000.00,2008,6.9,6.9
92,111505642.00,145000000.00,2014,6.8,6.9
104,25040293.00,55000000.00,2008,6.6,6.6
95,8662318.00,17000000.00,2009,5.9,5.9
101,46012734.00,40000000.00,2008,5.9,5.8
122,18593156.00,35000000.00,2008,7.7,7.7
99,60269340.00,30000000.00,2008,6.0,6.0
107,14637490.00,25000000.00,2010,4.8,4.8
118,19673424.00,80000000.00,2009,5.8,5.8
101,15081783.00,34000000.00,2008,7.7,7.7
129,255950375.00,29000000.00,2009,7.6,7.7
133,80574010.00,60000000.00,2010,5.8,5.7
101,28687835.00,35000000.00,2008,6.2,6.2
108,23070045.00,30000000.00,2011,5.9,5.9
99,33860010.00,15000000.00,2009,4.8,4.8
112,42919096.00,15000000.00,2013,6.4,6.5
112,42919096.00,15000000.00,2013,6.4,6.5
107,578527.00,10000000.00,2008,5.6,5.7
126,25592632.00,18000000.00,2007,7.1,7.2
88,8460990.00,70000000.00,2013,5.1,5.6
93,5561.00,10000000.00,2007,3.9,3.9
96,60338891.00,37000000.00,2008,7.0,7.0
131,15700000.00,15000000.00,2008,7.6,7.6
101,27758465.00,19000000.00,2010,6.1,6.1
81,59992760.00,42000000.00,2009,5.8,5.8
125,1027749.00,40000000.00,2008,7.0,7.1
93,63270259.00,10000000.00,2007,5.9,5.9
92,14998070.00,35000000.00,2007,6.2,6.2
96,8742261.00,18000000.00,2009,3.7,3.7
105,53021560.00,30000000.00,2010,6.5,6.5
98,217387997.00,165000000.00,2010,8.1,8.2
94,198332128.00,175000000.00,2009,6.4,6.5
93,238371987.00,165000000.00,2010,6.3,6.4
100,31937.00,500000.00,2007,5.6,5.7
111,56692.00,25000000.00,2009,7.2,7.3
109,22927390.00,18000000.00,2009,5.6,5.6
89,58715510.00,30000000.00,2009,5.5,5.4
139,128486.00,10000000.00,2008,7.3,7.3
169,303001229.00,180000000.00,2012,7.8,7.9
113,55184721.00,15000000.00,2007,5.8,5.6
86,9437933.00,180000.00,2007,7.8,7.9
111,87341380.00,27000000.00,2008,7.0,7.0
98,223806889.00,180000000.00,2008,8.4,8.4
102,1430185.00,2000000.00,2007,8.2,8.3
88,15988876.00,27000000.00,2009,5.7,5.7
126,128978.00,40000000.00,2007,7.0,7.1
110,4040588.00,5000000.00,2008,6.8,6.8
94,9030581.00,12500000.00,2008,7.8,7.8
104,33422556.00,20000000.00,2008,7.5,7.5
110,124051759.00,180000000.00,2016,6.2,6.6
130,145109.00,45000000.00,2008,7.3,7.3
100,1134049.00,2000000.00,2007,8.0,8.1
88,43818159.00,20000000.00,2008,3.9,3.9
110,47536959.00,10000000.00,2009,7.3,7.3
110,47536959.00,10000000.00,2009,7.3,7.3
91,2221809.00,5000000.00,2010,7.0,7.0
90,145000989.00,25000000.00,2008,7.8,7.9
90,65087.00,5000000.00,2007,6.1,6.2
117,49121934.00,13000000.00,2007,6.3,6.1
103,131564731.00,150000000.00,2010,4.1,4.2
95,17529157.00,20000000.00,2012,5.0,5.0
107,110416702.00,92000000.00,2008,7.0,7.0
100,118311368.00,110000000.00,2010,6.4,6.4
93,54696902.00,32000000.00,2011,7.5,7.5
108,106952327.00,13000000.00,2010,8.0,8.0
110,39263506.00,22000000.00,2008,6.1,6.1
115,35024475.00,100000000.00,2010,6.8,6.9
136,262030663.00,230000000.00,2012,6.9,7.0
91,64505912.00,48000000.00,2008,5.0,5.0
104,20668843.00,22000000.00,2008,5.8,5.8
92,217326336.00,60000000.00,2007,5.2,5.2
109,214966.00,13000000.00,2010,6.1,6.1
102,317040.00,15500000.00,2008,6.7,6.8
140,105219735.00,200000000.00,2010,6.6,6.7
119,22877808.00,35000000.00,2008,7.3,7.3
113,100018837.00,90000000.00,2008,5.5,5.5
99,109993847.00,80000000.00,2008,6.0,6.1
112,90556401.00,11000000.00,2008,4.7,4.5
105,10991381.00,35000000.00,2009,7.3,7.3
118,25450527.00,50000000.00,2009,6.5,6.5
98,140244.00,8500000.00,2008,6.6,6.7
90,17427926.00,8000000.00,2008,5.8,5.9
109,63143812.00,150000000.00,2010,6.1,6.1
116,93571803.00,25000000.00,2010,7.8,7.9
95,108662.00,8000000.00,2008,6.0,6.0
122,11538204.00,25000000.00,2010,6.9,7.0
126,73820094.00,170000000.00,2011,7.5,7.5
90,7871693.00,55000000.00,2008,6.5,6.5
104,79363785.00,80000000.00,2008,5.5,5.5
104,79363785.00,80000000.00,2008,5.5,5.5
98,148383780.00,100000000.00,2010,5.5,5.5
98,15483540.00,14000000.00,2009,6.5,6.5
102,64149837.00,20000000.00,2009,6.3,6.4
85,7826.00,1200000.00,2007,6.0,6.2
124,34180954.00,32000000.00,2008,7.6,7.6
111,5205343.00,20000000.00,2009,6.3,6.4
88,49474048.00,35000000.00,2009,5.4,5.4
85,36497.00,6000000.00,2008,4.7,4.7
108,9528092.00,22000000.00,2010,6.8,6.8
97,2508841.00,1000000.00,2008,7.1,7.2
110,36381716.00,82000000.00,2011,6.0,6.1
113,104383624.00,155000000.00,2010,6.3,6.3
115,183088.00,15000000.00,2008,6.9,7.0
90,31487293.00,9000000.00,2008,6.6,6.7
107,77564037.00,135000000.00,2011,7.3,7.4
105,26589953.00,10500000.00,2010,6.6,6.7
121,83077470.00,75000000.00,2008,7.1,7.1
89,38542418.00,80000000.00,2009,6.3,6.3
128,209019489.00,90000000.00,2009,7.6,7.6
111,76806312.00,30000000.00,2008,6.1,6.1
99,18378.00,900000.00,2008,5.1,5.2
108,80014842.00,25000000.00,2010,6.3,6.3
119,98780042.00,120000000.00,2011,5.8,5.8
111,40247512.00,30000000.00,2011,6.8,6.8
180,116866727.00,100000000.00,2013,8.2,8.2
102,13214030.00,20000000.00,2008,6.7,6.7
110,10324441.00,25000000.00,2011,5.8,5.8
129,93952276.00,40000000.00,2009,6.4,6.4
95,148337537.00,130000000.00,2010,7.2,7.3
97,4131640.00,7500000.00,2008,3.3,3.1
111,6462576.00,18500000.00,2016,5.6,5.4
90,19348.00,10000000.00,2009,5.4,5.5
101,31452765.00,24000000.00,2008,6.5,6.6
105,29959436.00,13000000.00,2011,6.4,6.4
120,141319195.00,15000000.00,2008,8.0,8.0
99,2344847.00,7000000.00,2008,6.7,6.8
109,76418654.00,117000000.00,2010,6.3,6.3
128,31838002.00,20000000.00,2008,7.5,7.6
107,1183354.00,20000000.00,2010,5.1,5.1
108,334185206.00,200000000.00,2010,6.4,6.5
108,334185206.00,200000000.00,2010,6.4,6.5
137,1206135.00,50000000.00,2015,6.5,6.4
91,94497271.00,20000000.00,2008,3.8,3.7
107,22452209.00,18000000.00,2009,5.0,5.0
106,3571735.00,10000000.00,2010,6.5,6.6
104,16999046.00,26000000.00,2009,5.7,5.8
107,6998324.00,28000000.00,2015,6.1,6.1
106,9190525.00,7000000.00,2009,7.0,7.0
128,52066000.00,20000000.00,2014,7.5,7.5
95,32391374.00,7500000.00,2009,7.7,7.7
110,24848292.00,20000000.00,2008,6.6,6.6
98,58006147.00,23000000.00,2008,6.2,6.2
120,136019448.00,44500000.00,2012,7.7,7.7
92,2926565.00,3000000.00,2008,6.5,6.5
133,52474616.00,70000000.00,2010,6.2,6.3
120,16284360.00,21000000.00,2008,6.1,6.1
123,59699513.00,35000000.00,2010,7.2,7.2
102,6409206.00,15000000.00,2008,6.2,6.2
100,5664251.00,45000000.00,2010,6.3,6.3
114,5694401.00,18000000.00,2008,7.3,7.3
102,14793904.00,18000000.00,2009,5.3,5.3
113,1185783.00,590000.00,2007,7.9,7.9
115,82624961.00,20000000.00,2011,7.3,7.3
99,80276912.00,35000000.00,2008,6.1,6.1
95,20488579.00,50000000.00,2009,5.8,5.8
99,1889522.00,7000000.00,2009,6.5,6.5
101,40076438.00,60000000.00,2008,6.0,6.0
105,6109075.00,19430000.00,2009,6.7,6.7
118,94822707.00,80000000.00,2010,6.9,6.9
100,40168080.00,26000000.00,2010,5.2,5.2
110,67061228.00,40000000.00,2010,5.6,5.5
110,190562.00,90000000.00,2010,4.2,4.4
108,163947053.00,40000000.00,2009,6.7,6.7
109,8134217.00,12000000.00,2008,7.0,7.0
99,18821279.00,70000000.00,2014,4.2,4.2
82,13350177.00,5000000.00,2008,3.9,3.8
122,132088910.00,21000000.00,2012,7.7,7.8
98,2035566.00,13000000.00,2009,6.6,6.6
